time_s,x_mm,y_mm,z_mm,velocity_mms,acceleration_mms2
7.4726,4.8902,0.0000,-0.1575,0.9715,0.1987
7.4943,4.9113,0.0000,-0.1575,0.9732,0.0814
7.5154,4.9326,0.0000,-0.1575,1.0085,1.6747
7.5376,4.9535,0.0000,-0.1575,0.9436,-2.9319
7.5586,4.9750,0.0000,-0.1575,1.0212,3.6797
7.5796,4.9959,0.0000,-0.1575,0.9960,-1.2034
7.6008,5.0166,0.0000,-0.1575,0.9791,-0.7976
7.6220,5.0374,0.0000,-0.1575,0.9809,0.0841
7.6432,5.0582,0.0000,-0.1575,0.9772,-0.1768
7.6646,5.0791,0.0000,-0.1575,0.9758,-0.0644
7.6859,5.1001,0.0000,-0.1575,0.9925,0.7895
7.7071,5.1210,0.0000,-0.1575,0.9812,-0.5350
7.7285,5.1419,0.0000,-0.1575,0.9774,-0.1741
7.7500,5.1629,0.0000,-0.1575,0.9742,-0.1499
7.7715,5.1840,0.0000,-0.1575,0.9835,0.4304
7.7931,5.2052,0.0000,-0.1575,0.9814,-0.0958
7.8145,5.2264,0.0000,-0.1575,0.9902,0.4122
7.8359,5.2474,0.0000,-0.1575,0.9840,-0.2911
7.8576,5.2684,0.0000,-0.1575,0.9667,-0.7949
7.8788,5.2898,0.0000,-0.1575,1.0123,2.1560
7.9000,5.3106,0.0000,-0.1575,0.9807,-1.4934
7.9212,5.3315,0.0000,-0.1575,0.9840,0.1548
7.9425,5.3523,0.0000,-0.1575,0.9762,-0.3637
7.9644,5.3733,0.0000,-0.1575,0.9593,-0.7726
7.9860,5.3947,0.0000,-0.1575,0.9913,1.4849
8.0072,5.4161,0.0000,-0.1575,1.0055,0.6700
8.0286,5.4370,0.0000,-0.1575,0.9791,-1.2375
8.0498,5.4580,0.0000,-0.1575,0.9892,0.4773
8.0713,5.4788,0.0000,-0.1575,0.9664,-1.0616
8.0929,5.4999,0.0000,-0.1575,0.9814,0.7007
8.1143,5.5210,0.0000,-0.1575,0.9849,0.1594
8.1357,5.5422,0.0000,-0.1575,0.9915,0.3108
8.1570,5.5632,0.0000,-0.1575,0.9828,-0.4078
8.1783,5.5842,0.0000,-0.1575,0.9864,0.1684
8.1996,5.6052,0.0000,-0.1575,0.9831,-0.1517
8.2208,5.6261,0.0000,-0.1575,0.9897,0.3115
8.2423,5.6469,0.0000,-0.1575,0.9667,-1.0712
8.2634,5.6681,0.0000,-0.1575,1.0071,1.9206
8.2849,5.6888,0.0000,-0.1575,0.9640,-2.0045
8.3061,5.7099,0.0000,-0.1575,0.9951,1.4674
8.3272,5.7308,0.0000,-0.1575,0.9880,-0.3388
8.3487,5.7516,0.0000,-0.1575,0.9687,-0.8959
8.3701,5.7726,0.0000,-0.1575,0.9795,0.5040
8.3917,5.7937,0.0000,-0.1575,0.9794,-0.0065
8.4130,5.8148,0.0000,-0.1575,0.9874,0.3731
8.4346,5.8359,0.0000,-0.1575,0.9765,-0.5018
8.4562,5.8572,0.0000,-0.1575,0.9850,0.3907
8.4776,5.8783,0.0000,-0.1575,0.9876,0.1217
8.4989,5.8994,0.0000,-0.1575,0.9909,0.1543
8.5205,5.9204,0.0000,-0.1575,0.9755,-0.7134
8.5417,5.9416,0.0000,-0.1575,0.9965,0.9877
8.5631,5.9624,0.0000,-0.1575,0.9735,-1.0741
8.5845,5.9834,0.0000,-0.1575,0.9802,0.3117
8.6056,6.0045,0.0000,-0.1575,1.0018,1.0233
8.6271,6.0253,0.0000,-0.1575,0.9682,-1.5630
8.6480,6.0465,0.0000,-0.1575,1.0098,1.9803
8.6692,6.0671,0.0000,-0.1575,0.9720,-1.7858
8.6907,6.0878,0.0000,-0.1575,0.9628,-0.4282
8.7120,6.1089,0.0000,-0.1575,0.9923,1.3860
8.7336,6.1299,0.0000,-0.1575,0.9688,-1.0876
8.7548,6.1511,0.0000,-0.1575,1.0049,1.7087
8.7761,6.1720,0.0000,-0.1575,0.9808,-1.1309
8.7973,6.1929,0.0000,-0.1575,0.9854,0.2184
8.8184,6.2139,0.0000,-0.1575,0.9912,0.2739
8.8395,6.2346,0.0000,-0.1575,0.9864,-0.2279
8.8611,6.2553,0.0000,-0.1575,0.9593,-1.2558
8.8825,6.2764,0.0000,-0.1575,0.9838,1.1402
8.9039,6.2975,0.0000,-0.1575,0.9876,0.1821
8.9254,6.3185,0.0000,-0.1575,0.9777,-0.4622
8.9469,6.3396,0.0000,-0.1575,0.9792,0.0705
8.9681,6.3607,0.0000,-0.1575,0.9937,0.6836
8.9896,6.3817,0.0000,-0.1575,0.9767,-0.7926
9.0108,6.4027,0.0000,-0.1575,0.9908,0.6628
9.0322,6.4237,0.0000,-0.1575,0.9813,-0.4487
9.0533,6.4447,0.0000,-0.1575,0.9917,0.4922
9.0756,6.4655,0.0000,-0.1575,0.9376,-2.4340
9.0970,6.4872,0.0000,-0.1575,1.0122,3.4826
9.1186,6.5084,0.0000,-0.1575,0.9827,-1.3674
9.1397,6.5295,0.0000,-0.1575,0.9995,0.7956
9.1609,6.5504,0.0000,-0.1575,0.9856,-0.6567
9.1837,6.5712,0.0000,-0.1575,0.9103,-3.2925
9.2053,6.5934,0.0000,-0.1575,1.0286,5.4891
9.2268,6.6148,0.0000,-0.1575,0.9930,-1.6518
9.2487,6.6361,0.0000,-0.1575,0.9773,-0.7212
9.2699,6.6575,0.0000,-0.1575,1.0069,1.3947
9.2911,6.6784,0.0000,-0.1575,0.9860,-0.9838
9.3128,6.6993,0.0000,-0.1575,0.9634,-1.0441
9.3342,6.7205,0.0000,-0.1575,0.9914,1.3087
9.3555,6.7415,0.0000,-0.1575,0.9897,-0.0773
9.3771,6.7625,0.0000,-0.1575,0.9696,-0.9323
9.3984,6.7837,0.0000,-0.1575,0.9956,1.2173
9.4200,6.8047,0.0000,-0.1575,0.9690,-1.2271
9.4416,6.8259,0.0000,-0.1575,0.9816,0.5829
9.4633,6.8472,0.0000,-0.1575,0.9823,0.0294
9.4847,6.8685,0.0000,-0.1575,0.9941,0.5519
9.5060,6.8895,0.0000,-0.1575,0.9894,-0.2190
9.5280,6.9106,0.0000,-0.1575,0.9591,-1.3810
9.5494,6.9322,0.0000,-0.1575,1.0081,2.2909
9.5708,6.9532,0.0000,-0.1575,0.9780,-1.4025
9.5921,6.9742,0.0000,-0.1575,0.9907,0.5933
9.6132,6.9952,0.0000,-0.1575,0.9953,0.2188
9.6347,7.0160,0.0000,-0.1575,0.9676,-1.2896
9.6561,7.0370,0.0000,-0.1575,0.9818,0.6606
